seed,schedule,phase,local_offset,global_step,dataset,n_weighted_rows,correct_weighted_rows,exact_empirical_accuracy,weighted_binary_cross_entropy,reconstructed_from_canonical_logits_and_frozen_integer_weights
577,y_q_p,component_2_Q,45,301,component_Q,9216,7488,0.8125,0.52902621007959,True
577,y_q_p,component_2_Q,45,301,component_Y,9216,6912,0.75,0.5706204544842863,True
577,y_q_p,component_2_Q,45,301,three_component_pool,27648,18432,0.6666666666666666,0.615492204020047,True
577,y_q_p,component_2_Q,45,301,concordant_washout,9216,9216,1.0,0.40547660183537815,True
577,y_q_p,component_2_Q,5,261,component_P,9216,4608,0.5,3.320722678733873,True
577,y_q_p,component_2_Q,5,261,component_Q,9216,4608,0.5,2.989205391653273,True
577,y_q_p,component_2_Q,5,261,component_Y,9216,9216,1.0,0.0026971642046922004,True
577,y_q_p,component_2_Q,5,261,three_component_pool,27648,18432,0.6666666666666666,2.104208411530613,True
577,y_q_p,component_2_Q,5,261,concordant_washout,9216,9216,1.0,0.0034385088113489965,True
577,y_q_p,component_2_Q,62,318,component_P,9216,4416,0.4791666666666667,0.8304192823318794,True
577,y_q_p,component_2_Q,62,318,component_Q,9216,9024,0.9791666666666666,0.3374534223853367,True
577,y_q_p,component_2_Q,62,318,component_Y,9216,4992,0.5416666666666666,0.7341551671194892,True
577,y_q_p,component_2_Q,62,318,three_component_pool,27648,18432,0.6666666666666666,0.6340092906122351,True
577,y_q_p,component_2_Q,62,318,concordant_washout,9216,9216,1.0,0.28553896422841635,True
577,y_q_p,component_2_Q,7,263,component_P,9216,4608,0.5,2.957166827498617,True
577,y_q_p,component_2_Q,7,263,component_Q,9216,4608,0.5,2.532844581791788,True
577,y_q_p,component_2_Q,7,263,component_Y,9216,9216,1.0,0.008503788102182096,True
577,y_q_p,component_2_Q,7,263,three_component_pool,27648,18432,0.6666666666666666,1.8328383991308626,True
577,y_q_p,component_2_Q,7,263,concordant_washout,9216,9216,1.0,0.011547329467087265,True
577,y_q_p,component_2_Q,85,341,component_P,9216,4608,0.5,1.398814074543785,True
577,y_q_p,component_2_Q,85,341,component_Q,9216,9216,1.0,0.09386708188892515,True
577,y_q_p,component_2_Q,85,341,component_Y,9216,4608,0.5,1.1743187168580458,True
577,y_q_p,component_2_Q,85,341,three_component_pool,27648,18432,0.6666666666666666,0.8889999577635853,True
577,y_q_p,component_2_Q,85,341,concordant_washout,9216,9216,1.0,0.07566817866131464,True
577,y_q_p,component_2_Q,9,265,component_P,9216,4608,0.5,2.6154359060961374,True
577,y_q_p,component_2_Q,9,265,component_Q,9216,4608,0.5,2.106452790710553,True
577,y_q_p,component_2_Q,9,265,component_Y,9216,9216,1.0,0.026384983737919903,True
577,y_q_p,component_2_Q,9,265,three_component_pool,27648,18432,0.6666666666666666,1.5827578935148703,True
577,y_q_p,component_2_Q,9,265,concordant_washout,9216,9216,1.0,0.037631350922478546,True
577,y_q_p,component_3_P,0,512,component_P,9216,4608,0.5,3.566311339854713,True
577,y_q_p,component_3_P,0,512,component_Q,9216,9216,1.0,0.0010750404464270806,True
577,y_q_p,component_3_P,0,512,component_Y,9216,4608,0.5,3.3460721450179705,True
577,y_q_p,component_3_P,0,512,three_component_pool,27648,18432,0.6666666666666666,2.3044861751063705,True
577,y_q_p,component_3_P,0,512,concordant_washout,9216,9216,1.0,0.0007942490481928179,True
577,y_q_p,component_3_P,1,513,component_P,9216,4608,0.5,3.2909586444728944,True
577,y_q_p,component_3_P,1,513,component_Q,9216,9216,1.0,0.0014400871039263409,True
577,y_q_p,component_3_P,1,513,component_Y,9216,4608,0.5,3.2531107240283066,True
577,y_q_p,component_3_P,1,513,three_component_pool,27648,18432,0.6666666666666666,2.181836485201709,True
577,y_q_p,component_3_P,1,513,concordant_washout,9216,9216,1.0,0.0009375623233815605,True
577,y_q_p,component_3_P,117,629,component_P,9216,9216,1.0,0.0003164523032162965,True
577,y_q_p,component_3_P,117,629,component_Q,9216,4608,0.5,3.7741601508693683,True
577,y_q_p,component_3_P,117,629,component_Y,9216,4608,0.5,4.784006254184404,True
577,y_q_p,component_3_P,117,629,three_component_pool,27648,18432,0.6666666666666666,2.8528276191189965,True
577,y_q_p,component_3_P,117,629,concordant_washout,9216,9216,1.0,8.291592500919535e-05,True
577,y_q_p,component_3_P,128,640,component_P,9216,9216,1.0,0.00025601620457279883,True
577,y_q_p,component_3_P,128,640,component_Q,9216,4608,0.5,3.8816429265896426,True
577,y_q_p,component_3_P,128,640,component_Y,9216,4608,0.5,4.890361944311439,True
577,y_q_p,component_3_P,128,640,three_component_pool,27648,18432,0.6666666666666666,2.9240869623685515,True
577,y_q_p,component_3_P,128,640,concordant_washout,9216,9216,1.0,6.712985928824912e-05,True
577,y_q_p,component_3_P,13,525,component_P,9216,4800,0.5208333333333334,0.9148006630623731,True
577,y_q_p,component_3_P,13,525,component_Q,9216,9120,0.9895833333333334,0.09398885408231715,True
577,y_q_p,component_3_P,13,525,component_Y,9216,4512,0.4895833333333333,2.300638817048974,True
577,y_q_p,component_3_P,13,525,three_component_pool,27648,18432,0.6666666666666666,1.1031427780645546,True
577,y_q_p,component_3_P,13,525,concordant_washout,9216,9216,1.0,0.006563821771408587,True
577,y_q_p,component_3_P,161,673,component_P,9216,9216,1.0,0.00015036766027318505,True
577,y_q_p,component_3_P,161,673,component_Q,9216,4608,0.5,4.151632607276093,True
577,y_q_p,component_3_P,161,673,component_Y,9216,4608,0.5,5.161289912359862,True
577,y_q_p,component_3_P,161,673,three_component_pool,27648,18432,0.6666666666666666,3.1043576290987427,True
577,y_q_p,component_3_P,161,673,concordant_washout,9216,9216,1.0,4.001344030134721e-05,True
577,y_q_p,component_3_P,17,529,component_P,9216,6336,0.6875,0.5115060483665632,True
577,y_q_p,component_3_P,17,529,component_Q,9216,8352,0.90625,0.22915247899120253,True
577,y_q_p,component_3_P,17,529,component_Y,9216,3744,0.40625,2.1587888654859233,True
577,y_q_p,component_3_P,17,529,three_component_pool,27648,18432,0.6666666666666666,0.9664824642812296,True
577,y_q_p,component_3_P,17,529,concordant_washout,9216,9216,1.0,0.00873420607466653,True
577,y_q_p,component_3_P,2,514,component_P,9216,4608,0.5,3.0304851832411765,True
577,y_q_p,component_3_P,2,514,component_Q,9216,9216,1.0,0.00200174392049613,True
577,y_q_p,component_3_P,2,514,component_Y,9216,4608,0.5,3.1599415446581998,True
577,y_q_p,component_3_P,2,514,three_component_pool,27648,18432,0.6666666666666666,2.0641428239399575,True
577,y_q_p,component_3_P,2,514,concordant_washout,9216,9216,1.0,0.0011281512490912324,True
577,y_q_p,component_3_P,222,734,component_P,9216,9216,1.0,7.487848904467232e-05,True
577,y_q_p,component_3_P,222,734,component_Q,9216,4608,0.5,4.507207001190697,True
577,y_q_p,component_3_P,222,734,component_Y,9216,4608,0.5,5.51971216486469,True
577,y_q_p,component_3_P,222,734,three_component_pool,27648,18432,0.6666666666666666,3.342331348181477,True
577,y_q_p,component_3_P,222,734,concordant_washout,9216,9216,1.0,2.045621515671764e-05,True
577,y_q_p,component_3_P,24,536,component_P,9216,9120,0.9895833333333334,0.14501910202752208,True
577,y_q_p,component_3_P,24,536,component_Q,9216,4800,0.5208333333333334,0.6658736042123572,True
577,y_q_p,component_3_P,24,536,component_Y,9216,4512,0.4895833333333333,2.205272979288669,True
577,y_q_p,component_3_P,24,536,three_component_pool,27648,18432,0.6666666666666666,1.0053885618428495,True
577,y_q_p,component_3_P,24,536,concordant_washout,9216,9216,1.0,0.00801166771925807,True
577,y_q_p,component_3_P,256,768,component_P,9216,9216,1.0,5.590034429300946e-05,True
577,y_q_p,component_3_P,256,768,component_Q,9216,4608,0.5,4.657633482285394,True
577,y_q_p,component_3_P,256,768,component_Y,9216,4608,0.5,5.669998319709611,True
577,y_q_p,component_3_P,256,768,three_component_pool,27648,18432,0.6666666666666666,3.442562567446433,True
577,y_q_p,component_3_P,256,768,concordant_washout,9216,9216,1.0,1.5345636264989148e-05,True
577,y_q_p,component_3_P,3,515,component_P,9216,4608,0.5,2.7798913427576566,True
577,y_q_p,component_3_P,3,515,component_Q,9216,9216,1.0,0.0028688361112704022,True
577,y_q_p,component_3_P,3,515,component_Y,9216,4608,0.5,3.0656478513841243,True
577,y_q_p,component_3_P,3,515,three_component_pool,27648,18432,0.6666666666666666,1.9494693434176837,True
577,y_q_p,component_3_P,3,515,concordant_washout,9216,9216,1.0,0.0013701886709420502,True
577,y_q_p,component_3_P,33,545,component_P,9216,9216,1.0,0.02606666447043094,True
577,y_q_p,component_3_P,33,545,component_Q,9216,4608,0.5,1.4874053515718824,True
577,y_q_p,component_3_P,33,545,component_Y,9216,4608,0.5,2.7270075983515216,True
577,y_q_p,component_3_P,33,545,three_component_pool,27648,18432,0.6666666666666666,1.4134932047979447,True
577,y_q_p,component_3_P,33,545,concordant_washout,9216,9216,1.0,0.0034814659178434093,True
577,y_q_p,component_3_P,4,516,component_P,9216,4608,0.5,2.537126223817231,True
577,y_q_p,component_3_P,4,516,component_Q,9216,9216,1.0,0.0042146736980344475,True
577,y_q_p,component_3_P,4,516,component_Y,9216,4608,0.5,2.9714307693871955,True
577,y_q_p,component_3_P,4,516,three_component_pool,27648,18432,0.6666666666666666,1.8375905556341539,True
577,y_q_p,component_3_P,4,516,concordant_washout,9216,9216,1.0,0.0016643517802682876,True
577,y_q_p,component_3_P,45,557,component_P,9216,9216,1.0,0.005078565631466466,True
577,y_q_p,component_3_P,45,557,component_Q,9216,4608,0.5,2.3440330236602875,True
577,y_q_p,component_3_P,45,557,component_Y,9216,4608,0.5,3.4155495887378335,True
577,y_q_p,component_3_P,45,557,three_component_pool,27648,18432,0.6666666666666666,1.9215537260098625,True
577,y_q_p,component_3_P,45,557,concordant_washout,9216,9216,1.0,0.0010546708515069153,True
577,y_q_p,component_3_P,5,517,component_P,9216,4608,0.5,2.3047078634897606,True
577,y_q_p,component_3_P,5,517,component_Q,9216,9216,1.0,0.006292454310967647,True
577,y_q_p,component_3_P,5,517,component_Y,9216,4608,0.5,2.8801152969966917,True
577,y_q_p,component_3_P,5,517,three_component_pool,27648,18432,0.6666666666666666,1.7303718715991396,True
577,y_q_p,component_3_P,5,517,concordant_washout,9216,9216,1.0,0.002024710755280859,True
577,y_q_p,component_3_P,62,574,component_P,9216,9216,1.0,0.001560798485600439,True
577,y_q_p,component_3_P,62,574,component_Q,9216,4608,0.5,2.967801627184524,True
577,y_q_p,component_3_P,62,574,component_Y,9216,4608,0.5,3.9558117762385923,True
577,y_q_p,component_3_P,62,574,three_component_pool,27648,18432,0.6666666666666666,2.3083914006362387,True
577,y_q_p,component_3_P,62,574,concordant_washout,9216,9216,1.0,0.0003720557295549647,True
577,y_q_p,component_3_P,7,519,component_P,9216,4608,0.5,1.8795349229485818,True
577,y_q_p,component_3_P,7,519,component_Q,9216,9216,1.0,0.014062444046476675,True
577,y_q_p,component_3_P,7,519,component_Y,9216,4608,0.5,2.708573101028053,True
577,y_q_p,component_3_P,7,519,three_component_pool,27648,18432,0.6666666666666666,1.5340568226743703,True
577,y_q_p,component_3_P,7,519,concordant_washout,9216,9216,1.0,0.0029291381440338035,True
577,y_q_p,component_3_P,85,597,component_P,9216,9216,1.0,0.0006751929359597676,True
577,y_q_p,component_3_P,85,597,component_Q,9216,4608,0.5,3.391395071880039,True
577,y_q_p,component_3_P,85,597,component_Y,9216,4608,0.5,4.387911732786209,True
577,y_q_p,component_3_P,85,597,three_component_pool,27648,18432,0.6666666666666666,2.5933273325340696,True
577,y_q_p,component_3_P,85,597,concordant_washout,9216,9216,1.0,0.00016941704721789132,True
577,y_q_p,component_3_P,9,521,component_P,9216,4608,0.5,1.504050666653234,True
577,y_q_p,component_3_P,9,521,component_Q,9216,9216,1.0,0.02991353427112531,True
577,y_q_p,component_3_P,9,521,component_Y,9216,4608,0.5,2.5517380490469908,True
577,y_q_p,component_3_P,9,521,three_component_pool,27648,18432,0.6666666666666666,1.36190074999045,True
577,y_q_p,component_3_P,9,521,concordant_washout,9216,9216,1.0,0.00410474536579183,True
577,y_q_p,washout,0,768,component_P,9216,9216,1.0,5.590034429300946e-05,True
577,y_q_p,washout,0,768,component_Q,9216,4608,0.5,4.657633482285394,True
577,y_q_p,washout,0,768,component_Y,9216,4608,0.5,5.669998319709611,True
577,y_q_p,washout,0,768,three_component_pool,27648,18432,0.6666666666666666,3.442562567446433,True
577,y_q_p,washout,0,768,concordant_washout,9216,9216,1.0,1.5345636264989148e-05,True
577,y_q_p,washout,1,769,component_P,9216,9216,1.0,5.810836818598961e-05,True
577,y_q_p,washout,1,769,component_Q,9216,4608,0.5,4.801757091438823,True
577,y_q_p,washout,1,769,component_Y,9216,4608,0.5,5.797954335960761,True
577,y_q_p,washout,1,769,three_component_pool,27648,18432,0.6666666666666666,3.53325651192259,True
577,y_q_p,washout,1,769,concordant_washout,9216,9216,1.0,1.0437233848048974e-05,True
577,y_q_p,washout,117,885,component_P,9216,9216,1.0,3.2748739717632863e-06,True
577,y_q_p,washout,117,885,component_Q,9216,4608,0.5,7.1497993862790725,True
577,y_q_p,washout,117,885,component_Y,9216,4608,0.5,8.274716723245755,True
577,y_q_p,washout,117,885,three_component_pool,27648,18432,0.6666666666666666,5.141506461466266,True
577,y_q_p,washout,117,885,concordant_washout,9216,9216,1.0,8.992328661324023e-09,True
577,y_q_p,washout,128,896,component_P,9216,9216,1.0,3.389844676621213e-06,True
577,y_q_p,washout,128,896,component_Q,9216,4608,0.5,7.155142752606973,True
577,y_q_p,washout,128,896,component_Y,9216,4608,0.5,8.280736708090776,True
577,y_q_p,washout,128,896,three_component_pool,27648,18432,0.6666666666666666,5.145294283514141,True
577,y_q_p,washout,128,896,concordant_washout,9216,9216,1.0,9.111772176699837e-09,True
577,y_q_p,washout,13,781,component_P,9216,9216,1.0,9.500401417929296e-06,True
577,y_q_p,washout,13,781,component_Q,9216,4608,0.5,6.254922607143909,True
577,y_q_p,washout,13,781,component_Y,9216,4608,0.5,7.342221952062052,True
577,y_q_p,washout,13,781,three_component_pool,27648,18432,0.6666666666666666,4.532384686535793,True
577,y_q_p,washout,13,781,concordant_washout,9216,9216,1.0,1.357001762121764e-07,True
577,y_q_p,washout,161,929,component_P,9216,9216,1.0,3.7417222673948085e-06,True
577,y_q_p,washout,161,929,component_Q,9216,4608,0.5,7.169571947162977,True
577,y_q_p,washout,161,929,component_Y,9216,4608,0.5,8.296829644481805,True
577,y_q_p,washout,161,929,three_component_pool,27648,18432,0.6666666666666666,5.155468444455683,True
577,y_q_p,washout,161,929,concordant_washout,9216,9216,1.0,9.597795378557019e-09,True
577,y_q_p,washout,17,785,component_P,9216,9216,1.0,6.498477340308908e-06,True
577,y_q_p,washout,17,785,component_Q,9216,4608,0.5,6.502649709864467,True
577,y_q_p,washout,17,785,component_Y,9216,4608,0.5,7.597742471128257,True
577,y_q_p,washout,17,785,three_component_pool,27648,18432,0.6666666666666666,4.700132893156688,True
577,y_q_p,washout,17,785,concordant_washout,9216,9216,1.0,5.9411492443936234e-08,True
577,y_q_p,washout,2,770,component_P,9216,9216,1.0,3.76503110641792e-05,True
577,y_q_p,washout,2,770,component_Q,9216,4608,0.5,4.973779202198348,True
577,y_q_p,washout,2,770,component_Y,9216,4608,0.5,5.982086553795041,True
577,y_q_p,washout,2,770,three_component_pool,27648,18432,0.6666666666666666,3.6519678021014843,True
577,y_q_p,washout,2,770,concordant_washout,9216,9216,1.0,5.346974749462644e-06,True
577,y_q_p,washout,222,990,component_P,9216,9216,1.0,4.420123836530611e-06,True
577,y_q_p,washout,222,990,component_Q,9216,4608,0.5,7.191862744645438,True
577,y_q_p,washout,222,990,component_Y,9216,4608,0.5,8.321332683963327,True
577,y_q_p,washout,222,990,three_component_pool,27648,18432,0.6666666666666666,5.171066616244201,True
577,y_q_p,washout,222,990,concordant_washout,9216,9216,1.0,1.0751947810602759e-08,True
577,y_q_p,washout,24,792,component_P,9216,9216,1.0,4.111173031203303e-06,True
577,y_q_p,washout,24,792,component_Q,9216,4608,0.5,6.780391814828125,True
577,y_q_p,washout,24,792,component_Y,9216,4608,0.5,7.883683009922188,True
577,y_q_p,washout,24,792,three_component_pool,27648,18432,0.6666666666666666,4.888026311974447,True
577,y_q_p,washout,24,792,concordant_washout,9216,9216,1.0,2.487816368510966e-08,True
577,y_q_p,washout,256,1024,component_P,9216,9216,1.0,4.809321234630638e-06,True
577,y_q_p,washout,256,1024,component_Q,9216,4608,0.5,7.202611917245886,True
577,y_q_p,washout,256,1024,component_Y,9216,4608,0.5,8.332964830858227,True
577,y_q_p,washout,256,1024,three_component_pool,27648,18432,0.6666666666666666,5.178527185808449,True
577,y_q_p,washout,256,1024,concordant_washout,9216,9216,1.0,1.1466072618339117e-08,True
577,y_q_p,washout,3,771,component_P,9216,9216,1.0,2.468613684013863e-05,True
577,y_q_p,washout,3,771,component_Q,9216,4608,0.5,5.139121302373477,True
577,y_q_p,washout,3,771,component_Y,9216,4608,0.5,6.1634759380076245,True
577,y_q_p,washout,3,771,three_component_pool,27648,18432,0.6666666666666666,3.767540642172647,True
577,y_q_p,washout,3,771,concordant_washout,9216,9216,1.0,2.8568425200630086e-06,True
577,y_q_p,washout,33,801,component_P,9216,9216,1.0,3.080505195682934e-06,True
577,y_q_p,washout,33,801,component_Q,9216,4608,0.5,6.961419283927599,True
577,y_q_p,washout,33,801,component_Y,9216,4608,0.5,8.072358469613826,True
577,y_q_p,washout,33,801,three_component_pool,27648,18432,0.6666666666666666,5.0112602780155395,True
577,y_q_p,washout,33,801,concordant_washout,9216,9216,1.0,1.4789432684963248e-08,True
577,y_q_p,washout,4,772,component_P,9216,9216,1.0,2.0003924542333362e-05,True
577,y_q_p,washout,4,772,component_Q,9216,4608,0.5,5.293836342067101,True
577,y_q_p,washout,4,772,component_Y,9216,4608,0.5,6.3316912121536255,True
577,y_q_p,washout,4,772,three_component_pool,27648,18432,0.6666666666666666,3.875182519381756,True
577,y_q_p,washout,4,772,concordant_washout,9216,9216,1.0,1.82404932989023e-06,True
577,y_q_p,washout,45,813,component_P,9216,9216,1.0,2.740432624511736e-06,True
577,y_q_p,washout,45,813,component_Q,9216,4608,0.5,7.061772077064121,True
577,y_q_p,washout,45,813,component_Y,9216,4608,0.5,8.178162964357654,True
577,y_q_p,washout,45,813,three_component_pool,27648,18432,0.6666666666666666,5.079979260618132,True
577,y_q_p,washout,45,813,concordant_washout,9216,9216,1.0,1.0992481536136586e-08,True
577,y_q_p,washout,5,773,component_P,9216,9216,1.0,1.845762338262472e-05,True
577,y_q_p,washout,5,773,component_Q,9216,4608,0.5,5.4380549395672295,True
577,y_q_p,washout,5,773,component_Y,9216,4608,0.5,6.486186699031563,True
577,y_q_p,washout,5,773,three_component_pool,27648,18432,0.6666666666666666,3.9747533654073917,True
577,y_q_p,washout,5,773,concordant_washout,9216,9216,1.0,1.3021754822289121e-06,True
577,y_q_p,washout,62,830,component_P,9216,9216,1.0,2.7504015931737024e-06,True
577,y_q_p,washout,62,830,component_Q,9216,4608,0.5,7.109194880932556,True
577,y_q_p,washout,62,830,component_Y,9216,4608,0.5,8.229410357039878,True
577,y_q_p,washout,62,830,three_component_pool,27648,18432,0.6666666666666666,5.112869329458009,True
577,y_q_p,washout,62,830,concordant_washout,9216,9216,1.0,9.387759761550118e-09,True
577,y_q_p,washout,7,775,component_P,9216,9216,1.0,1.671499523238134e-05,True
577,y_q_p,washout,7,775,component_Q,9216,4608,0.5,5.691527812524942,True
577,y_q_p,washout,7,775,component_Y,9216,4608,0.5,6.756781279910049,True
577,y_q_p,washout,7,775,three_component_pool,27648,18432,0.6666666666666666,4.149441935810075,True
577,y_q_p,washout,7,775,concordant_washout,9216,9216,1.0,7.237983814952339e-07,True
577,y_q_p,washout,85,853,component_P,9216,9216,1.0,2.9490225275634918e-06,True
577,y_q_p,washout,85,853,component_Q,9216,4608,0.5,7.131586701129488,True
577,y_q_p,washout,85,853,component_Y,9216,4608,0.5,8.254221056895041,True
577,y_q_p,washout,85,853,three_component_pool,27648,18432,0.6666666666666666,5.128603569015687,True
577,y_q_p,washout,85,853,concordant_washout,9216,9216,1.0,8.899735546509595e-09,True
577,y_q_p,washout,9,777,component_P,9216,9216,1.0,1.4268760258505741e-05,True
577,y_q_p,washout,9,777,component_Q,9216,4608,0.5,5.909855385558067,True
577,y_q_p,washout,9,777,component_Y,9216,4608,0.5,6.984895084277848,True
577,y_q_p,washout,9,777,three_component_pool,27648,18432,0.6666666666666666,4.29825491286539,True
577,y_q_p,washout,9,777,concordant_washout,9216,9216,1.0,4.0318580780342894e-07,True
587,p_q_y,component_1_P,0,0,component_P,9216,4320,0.46875,0.7067221631078112,True
587,p_q_y,component_1_P,0,0,component_Q,9216,4896,0.53125,0.6846858958760058,True
587,p_q_y,component_1_P,0,0,component_Y,9216,4608,0.5,0.6920995564920188,True
587,p_q_y,component_1_P,0,0,three_component_pool,27648,13824,0.5,0.6945025384919453,True
587,p_q_y,component_1_P,0,0,concordant_washout,9216,4608,0.5,0.6936656944820356,True
587,p_q_y,component_1_P,1,1,component_P,9216,4800,0.5208333333333334,0.6816395076380353,True
587,p_q_y,component_1_P,1,1,component_Q,9216,4800,0.5208333333333334,0.6833924545703296,True
587,p_q_y,component_1_P,1,1,component_Y,9216,4800,0.5208333333333334,0.6918737740469445,True
587,p_q_y,component_1_P,1,1,three_component_pool,27648,14400,0.5208333333333334,0.6856352454184366,True
587,p_q_y,component_1_P,1,1,concordant_washout,9216,5184,0.5625,0.6672545875085044,True
587,p_q_y,component_1_P,117,117,component_P,9216,9216,1.0,0.00015476321730133807,True
587,p_q_y,component_1_P,117,117,component_Q,9216,4608,0.5,4.419245539544626,True
587,p_q_y,component_1_P,117,117,component_Y,9216,4608,0.5,4.446209629813406,True
587,p_q_y,component_1_P,117,117,three_component_pool,27648,18432,0.6666666666666666,2.9552033108584443,True
587,p_q_y,component_1_P,117,117,concordant_washout,9216,9216,1.0,0.00014783512712097954,True
587,p_q_y,component_1_P,128,128,component_P,9216,9216,1.0,0.00014509637305827876,True
587,p_q_y,component_1_P,128,128,component_Q,9216,4608,0.5,4.450644907407402,True
587,p_q_y,component_1_P,128,128,component_Y,9216,4608,0.5,4.478065073306543,True
587,p_q_y,component_1_P,128,128,three_component_pool,27648,18432,0.6666666666666666,2.976285025695668,True
587,p_q_y,component_1_P,128,128,concordant_washout,9216,9216,1.0,0.00013839895838087615,True
587,p_q_y,component_1_P,13,13,component_P,9216,9216,1.0,0.3284937758495061,True
587,p_q_y,component_1_P,13,13,component_Q,9216,4608,0.5,0.7766985610910404,True
587,p_q_y,component_1_P,13,13,component_Y,9216,4608,0.5,0.8072298719426335,True
587,p_q_y,component_1_P,13,13,three_component_pool,27648,18432,0.6666666666666666,0.6374740696277266,True
587,p_q_y,component_1_P,13,13,concordant_washout,9216,9216,1.0,0.3060145408088331,True
587,p_q_y,component_1_P,161,161,component_P,9216,9216,1.0,0.00012058987995101125,True
587,p_q_y,component_1_P,161,161,component_Q,9216,4608,0.5,4.541382561146058,True
587,p_q_y,component_1_P,161,161,component_Y,9216,4608,0.5,4.569302425448972,True
587,p_q_y,component_1_P,161,161,three_component_pool,27648,18432,0.6666666666666666,3.0369351921583276,True
587,p_q_y,component_1_P,161,161,concordant_washout,9216,9216,1.0,0.00011462299439805468,True
587,p_q_y,component_1_P,17,17,component_P,9216,9216,1.0,0.18474552025891422,True
587,p_q_y,component_1_P,17,17,component_Q,9216,4608,0.5,0.9546312127061817,True
587,p_q_y,component_1_P,17,17,component_Y,9216,4608,0.5,0.9962700409496902,True
587,p_q_y,component_1_P,17,17,three_component_pool,27648,18432,0.6666666666666666,0.7118822579715953,True
587,p_q_y,component_1_P,17,17,concordant_washout,9216,9216,1.0,0.1678679923488439,True
587,p_q_y,component_1_P,2,2,component_P,9216,6144,0.6666666666666666,0.6575512047416878,True
587,p_q_y,component_1_P,2,2,component_Q,9216,5568,0.6041666666666666,0.6824612564162302,True
587,p_q_y,component_1_P,2,2,component_Y,9216,4416,0.4791666666666667,0.6920482672115875,True
587,p_q_y,component_1_P,2,2,three_component_pool,27648,16128,0.5833333333333334,0.6773535761231685,True
587,p_q_y,component_1_P,2,2,concordant_washout,9216,6912,0.75,0.6412960944323574,True
587,p_q_y,component_1_P,222,222,component_P,9216,9216,1.0,8.787106102539784e-05,True
587,p_q_y,component_1_P,222,222,component_Q,9216,4608,0.5,4.697395452014657,True
587,p_q_y,component_1_P,222,222,component_Y,9216,4608,0.5,4.725676133477311,True
587,p_q_y,component_1_P,222,222,three_component_pool,27648,18432,0.6666666666666666,3.141053152184331,True
587,p_q_y,component_1_P,222,222,concordant_washout,9216,9216,1.0,8.331501968067426e-05,True
587,p_q_y,component_1_P,24,24,component_P,9216,9216,1.0,0.038826104270518295,True
587,p_q_y,component_1_P,24,24,component_Q,9216,4608,0.5,1.6337320242495146,True
587,p_q_y,component_1_P,24,24,component_Y,9216,4608,0.5,1.6870622386555878,True
587,p_q_y,component_1_P,24,24,three_component_pool,27648,18432,0.6666666666666666,1.1198734557252068,True
587,p_q_y,component_1_P,24,24,concordant_washout,9216,9216,1.0,0.03472877770528257,True
587,p_q_y,component_1_P,256,256,component_P,9216,9216,1.0,7.471566521101948e-05,True
587,p_q_y,component_1_P,256,256,component_Q,9216,4608,0.5,4.777517824659997,True
587,p_q_y,component_1_P,256,256,component_Y,9216,4608,0.5,4.806010516164175,True
587,p_q_y,component_1_P,256,256,three_component_pool,27648,18432,0.6666666666666666,3.1945343521631275,True
587,p_q_y,component_1_P,256,256,concordant_washout,9216,9216,1.0,7.081614080965388e-05,True
587,p_q_y,component_1_P,3,3,component_P,9216,7488,0.8125,0.6340178060220205,True
587,p_q_y,component_1_P,3,3,component_Q,9216,5472,0.59375,0.6823115645906888,True
587,p_q_y,component_1_P,3,3,component_Y,9216,4320,0.46875,0.6931274658612127,True
587,p_q_y,component_1_P,3,3,three_component_pool,27648,17280,0.625,0.6698189454913075,True
587,p_q_y,component_1_P,3,3,concordant_washout,9216,8064,0.875,0.6163334630260009,True
587,p_q_y,component_1_P,33,33,component_P,9216,9216,1.0,0.004331183581265986,True
587,p_q_y,component_1_P,33,33,component_Q,9216,4608,0.5,2.7329523380170477,True
587,p_q_y,component_1_P,33,33,component_Y,9216,4608,0.5,2.779226637543412,True
587,p_q_y,component_1_P,33,33,three_component_pool,27648,18432,0.6666666666666666,1.8388367197139086,True
587,p_q_y,component_1_P,33,33,concordant_washout,9216,9216,1.0,0.003998146041281938,True
587,p_q_y,component_1_P,4,4,component_P,9216,8544,0.9270833333333334,0.6104154626668361,True
587,p_q_y,component_1_P,4,4,component_Q,9216,4800,0.5208333333333334,0.6830338467658817,True
587,p_q_y,component_1_P,4,4,component_Y,9216,5088,0.5520833333333334,0.6951210488890104,True
587,p_q_y,component_1_P,4,4,three_component_pool,27648,18432,0.6666666666666666,0.6628567861072427,True
587,p_q_y,component_1_P,4,4,concordant_washout,9216,9216,1.0,0.5916301747246051,True
587,p_q_y,component_1_P,45,45,component_P,9216,9216,1.0,0.0007076123218643683,True
587,p_q_y,component_1_P,45,45,component_Q,9216,4608,0.5,3.6591156730651115,True
587,p_q_y,component_1_P,45,45,component_Y,9216,4608,0.5,3.6893293245091976,True
587,p_q_y,component_1_P,45,45,three_component_pool,27648,18432,0.6666666666666666,2.4497175366320585,True
587,p_q_y,component_1_P,45,45,concordant_washout,9216,9216,1.0,0.0006744737543926759,True
587,p_q_y,component_1_P,5,5,component_P,9216,8736,0.9479166666666666,0.5858475834889038,True
587,p_q_y,component_1_P,5,5,component_Q,9216,4704,0.5104166666666666,0.6846625677084018,True
587,p_q_y,component_1_P,5,5,component_Y,9216,4992,0.5416666666666666,0.6982342930774748,True
